medicare provider number,Revenue from sale of medical and surgical supplies to other than patients [other_income_supplies_nonpat],Revenue from sale of drugs to other than patients [other_income_drugs_nonpat],"Tuition (fees, sale of textbooks, uniforms, etc.) [other_income_tuition]","Revenue from gifts, flowers, coffee shops, and canteen [other_income_gifts]",Rental of vending machines [other_income_vending],Governmental appropriations [other_income_govt_approp],Revenues from State and local indigent care programs (2552-96 only) [revs_uncomp_stloc_indig_only96],Revenues related to SCHIP (2552-96 only) [revs_uncomp_schip_only96],"Restricted grants for Uncompensated care, Medicaid, and SCHIP (2552-96 only) [revs_uncomp_rstrgrants_only96]","Non-restricted grants for Uncompensated care, Medicaid, and SCHIP (2552-96 only) [revs_uncomp_nonrstrgrants_only96]",Charges for patients covered under state or local indigent care program [stloc_indigent_charges],State or local indigent care program cost [stloc_indigent_costs],Stand-alone SCHIP charges [schip_charges],Stand-alone SCHIP cost [schip_costs],"Inpatient days, Medicare skilled nursing facility swing beds [mdcr_snf_swingbed_inpat_days]","Inpatient days, skilled nursing facility swing beds [all_snf_swingbed_inpat_days]","Inpatient days, nursing facility swing beds [all_nf_swingbed_inpat_days]","Inpatient days, other specialty care units [all_oth_spec_care_inpat_days]","Inpatient days, coronary care unit [all_coronary_care_inpat_days]","Inpatient days, burn intensive care unit [all_burn_icu_inpat_days]","Inpatient days, surgical intensive care unit [all_surgical_ic_inpat_days]",Revenue from rental of living quarters [other_income_livingrental],Revenue from laundry and linen service [other_income_laundry],Parking lot receipts [other_income_parking],Rebates and refunds of expenses [other_income_rebates],Nursing and allied health managed care payment [mdcr_ipps_nurs_mgdcare_pymts],Net organ acquisition cost [mdcr_ipps_net_organ_cost],Cost of teaching physicians [mdcr_ipps_teach_phys_cost],Routine service other pass through costs [mdcr_ipps_routine_passthru_cost],medicare provider number
100200,50326.950145999996,72130.63822516668,,,2024.3995173399999,7316268.554446155,8015058.534242856,,,,6717248.986459999,1593429.686975714,73821.98239900001,16896.329304933333,,,,,,,,45954.9756895,,,14327.496584,,,,,100200
100212,436.49989593218334,,,38922.32405366666,24061.32674991111,,41666.4892095,,,,,,,,,,,,,,4100.6302391105255,,,599.9998569500001,,20507.82821013333,,,161082.461595,100212
100213,,,,,98.71426055357144,,187027.62207666668,737605.824145,,,2336534.1096,391504.23999333335,,,,,,,,,,,,,,11317.4973016,,,520818.375825,100213
100220,,,,,,,,,,,,,,,,,,,3577.832884091667,,3369.1658889000005,2899.9996681999996,,,,26828.828163000002,2295845.779564783,,,100220
100223,,167.88884493753335,,,9771.097097802101,,,2393745.4293,,,,,,,,,,,3274.8318984737502,,,,,,,9356.70944066857,,,,100223
100224,,,,,,,,,,,,,,,,,,,,,,,,,,1699.9988936999998,,,38786.966094999996,100224
100226,,5484.748417675,,,,,,2740669.3466,,,,,,,,,,1043.3328818625,4498.531678900001,,,,,,-9.9999976145,9349.995367700001,,,,100226
100228,933.99949857,2405.498834999375,14.499994814199999,3118.5701788957144,7925.575901761577,,,,,,,,,,,,,,,,,,,159.99991293899998,,4995.4982134716665,,,4805.496101335,100228
100231,,,,,35872.3872662,,,1294007.6915,,,,,,,,,,4362.065063317334,3178.2488187916665,,,,,,,12948.9969126425,,,,100231
100236,,,,,,,,,,,,,,,,,,,,,,,,,,9650.665667666666,,,,100236
100238,,,,,,,565553.742497436,0.49999976155000003,0.49999976155000003,0.49999976155000003,6449178.487859948,1163619.7968875715,0.49999976155000003,,,,,,,,,,,,,14226.493492083335,,,92488.4558975,100238
100242,2846.499469585,,,4143.0818218215,21200.451903476922,,,,,,,,,,,,,3343.390017921739,,,,,,,,4278.7480728,,,,100242
100243,,597.6663732433334,,,18239.24524825,,5809088.673975,,,,85821042.19174999,10576086.408225,,,,,,5790.624596,,,4811.1421829142855,,,,,22660.4971745,,,436742.0,100243
100244,,9476.49548125,38297.64900236666,,4503.3318586333335,,,,,,,,,,,,,6199.796917415,,,,16981.9919024,,,1963.9991438000002,17513.99142595,,,,100244
100246,,,,,21655.775065499995,,,,,,,,,,,,,768.2217808197778,3283.99848626,,,,,,,3056.99821165,,,,100246
100248,35515.991532,1081.74960665915,,3506.499164,12026.4971329,4642678.8931,160404.13091018112,,,,4837477.26274,756587.6983402777,,,,,,,4235.4150969825005,,,18487.9955921,,,,8125.7980628119985,1591260.6206,,,100248
100253,1977.9145848325002,204400.93017566003,,,29695.98584,59635.1738068,560899.6907104286,,62757.30344299999,,6183594.883002727,1303333.0337727272,,,,,,,,,,,15767.99248115,15144.99277845,96513.41009850001,4521.872550525,,,,100253
100258,,,6175.2989352899995,20644.44297468889,19335.87097778125,,3347521.87465375,,,,35649499.86673529,4761588.266437059,2138732.3443,223445.99714666666,,,,,,,,1846.399302024,,,62214.44806746667,15213.74989165,,,22108.0,100258
100260,,,,,,,,,,,,,,,,,,,,,,,,,,6499.746900725,,,19389.49075425,100260
100264,,337143.419615,818.499804865,,288.999931096,,,,,,,,,,,,,,,,,,20.749995052000003,,,2311.499448885,,,450723.892535,100264
100265,,,34.999986288,,33428.84152480769,,121503.63360233333,62390.990359625,,100400.9521225,2845250.850342941,622833.0234448824,696067.440211875,137308.4803635,,,,2909.999844057143,3450.5741026583332,,,,,,1332.9999821666668,9214.79478738,,,103444.0,100265
100268,,,238572.712653,3229.3988716,7676.953680499999,,305633.29455777776,2550331.9233,,,3980987.0301647065,788998.8069264706,10762886.210571429,1625148.3131142857,,,,6193.124056458332,,,,,,,36549.1203435625,13820.12386055,,,5120.999689193333,100268
100269,,,4699.9988794500005,38426.38356936,12468.528204649334,,1353420.2340622223,,,,13957480.5529,2390973.114882222,,,,,,1188.4997166485,,,,,,,,1959.499532825,,,56156.986611,100269
100275,,,,,219.9999971155,83857.995205,,239311.746276125,,,6307325.339784286,1009809.7472557144,5318113.6032793755,898117.1149954376,,,,,,,,,,48311.1971576,,144307.2489725,,,,100275
100281,198.74995261305,,4093.4434494994443,59438.17612718571,28158.950010779172,2434124.36559,2054721.0169522224,,44700.973118025,7641.664844766667,34319727.26481111,7677894.1737,3211871.4025042853,448563.0053814286,,,,3921.3736735541675,,,,,,,243419.3038621709,4802.569745385714,,,,100281
100286,880.7997923507401,8420.597226000002,23533.9982534,3571.0,4927.999652957143,,,,,,979452.2012233334,131885.97197800002,451453.03472999996,45165.478463499996,,,,,,,,645432.8242,,,171.499959865,5036.9991572,,,,100286
100287,,,10706.346480756114,,3746.7489507431246,,2339529.995402857,,,,28514921.11061111,4466568.311505555,4328937.290211333,762174.0380261,,,,182.05875166735294,,,,,,,33514.72467362632,2224.9994695,,,,100287
100288,,,14876.661917541664,,6107.49696765,,3737096.775166666,419379.08315344446,,,71872995.40183333,13800242.902100002,28090031.930879444,4433825.385062221,,,,13456.31084391579,,,,,,,49218.8753836421,3399.9969768,,,,100288
100289,,,,641.999846945,,,,894523.78672,,,747457.90685,143906.90411,,,,,,,2654.1102659777775,,,,,,13540.329529099998,29928.796463619998,4647362.964691,,,100289
100290,1386.4985255000001,,1942.4991194825,7687.9939796,6251.709331928571,,,,,,10608573.471,2443251.4175,,,,,,,,,,,,,13905.7449294,4865.16513115,,,,100290
100292,,71.99995853,,,2436.3743258125,42869.389182039995,,,,,,,3501636.4707,476197.7984833334,,,,,,,,,,,38994.32394391666,,,,,100292
100319,,9.0,89794.882866,89655.164069,4800.9963827,,,,,,,,,,,,,,,,,,,,9.999991950050001,,,,,100319
110005,,1841008.6146305883,899.9993548900001,,4739.0,,63777.4695885,1348079.9571904,,,10911153.300099999,2670754.50845,1555440.0600897502,344535.8189633834,,,,,,,,,,,,2391.6654222700004,,,,110005
110006,,5602.123156375001,,223894.8482116087,9317.672791744739,65714.26362557143,68263.0,806615.623761,,,1010888.1712224999,246482.67893599995,1331696.49795,445384.99212249997,,,,,,,,1220.74620219,,220111.49881857145,462465.63974,4971.0,,,,110006
110007,,215194.04106625004,,578036.5723158334,46575.021778695445,,6452176.701816667,,,,,,1625295.9749925002,401324.308635,,,,6523.621364000001,4566.5527847,,,35178.44067424615,155164.0917337989,,960762.4123043333,21511.071208591664,,,46299.64186376667,110007
110008,369.4613684516154,417.49995023,3655.997749305778,,63.49999426150001,,30765.4920375,3023680.3563488,,,,,1256006.6819330833,263399.7174245667,,,,,2092.259915382608,,,,,,,2884.998624355,,,,110008
110010,669380.34041,82984.6425432935,,13705.269080232729,46202.764079555556,,,,808038.307325,,38125462.91,15060932.408999998,,,,,,,3310.082306021666,,,30603.727378005,102962.45815674998,,,112846.70879779742,9428307.420837501,,197719.68834729167,110010
110024,,4988879.3858454535,7426.84663914,,26371.698780166673,,,124020.9702428,,,,,952492.85920075,205748.80460308128,,,,,,,,,8505.621891224999,,252807.491095,38041.651264686676,,,,110024
110028,9378.99518915,2512749.9153169566,119099.70685698262,314383.478466,296683.2619687133,1130706.1268759998,6312673.8115,308595.16822,,,,,391737.54344660905,135333.16349175182,,,,2092.856590096714,6346.998404833333,,,,,325.0,990563.328853913,102480.2977911,,,36335.05237912177,110028
110029,3041.5698314557135,3636595.517426604,,,32353.64740901667,358411.827739519,565641.3647882501,1676199.261677875,49999.976158000005,,5249878.226928334,1279623.517330556,2377094.313310944,818392.4853936111,,,,,5607.815201500454,,,2564.873776984875,,,,74177.96297551428,,,145578.33882677645,110029
110031,,,4228.4158267625,,13900.208779923158,,,,,,,,9797173.400700001,1458397.1586083334,,,,,,,,1562.49981375,,,20018.376702444286,13599.992637,,,,110031
110034,37374.56241542857,5738889.3940204345,607374.396864,229345.90604893336,59398.91458070589,28547748.492350005,10524498.630350001,1848821.7864418335,,3605259.134725,32035277.47244444,11484858.558333334,1374651.2580694119,549856.552835647,,,,15208.294095629997,1240.7495352479166,,8511.4138535,,21948.538527463636,,,12890.796016076,4181569.0893041673,,1116733.1388479997,110034
110035,61759.60921936841,2931422.928446004,,140320.09796842857,271.199925922,,27340848.834057145,2181715.5560171427,,,27340848.834057145,8634665.459142858,3045103.106054117,701075.6829888235,,,,6176.4985274,4972.915091216667,,,1469.9996495,,1649597.7366052943,,71249.08540032222,,,,110035
110036,321519.6666666667,528727.64383875,32608.320737516668,696598.5837303124,134104.05417286666,2605099.3245050004,6983340.0,2172047.7459,5068402.36274,,41041014.37258333,13029985.799068334,2982401.7931509092,880114.0125772728,,,,22564.72439386364,2575.3747077000003,72.66665039066667,8816.998352,38337.4983735,22717.992622333335,1384.9999518,253456.8735445,56744.44079672727,,,143765.97481966665,110036
110042,,564758.0356116454,,4.9999988079,3199.9992370500004,3130.7480192642497,1108607.46317125,717746.4853633333,,,2067129.9846375,736439.2244033751,1867391.6138466662,462573.99391888885,,,,,297.33326244333335,,,,,,215.99993763933335,,,,,110042
110064,26067.68450890423,2850932.7747103535,484187.2941571152,631217.0995185033,4507.873707125001,3386180.623452942,8061803.314616668,413744.860135,,2344383.30985,20217591.375756253,6724493.40744375,1011266.1401155833,365492.3885867,,,,7963.896537799999,7016.425473957143,,,,233313.521645,73029.14925513334,112596.53123800001,78899.43527553078,,,59237.92924810001,110064
110074,,,,171526.35070396666,23455.65769995647,181543.1705795,11980775.025416113,4240.49797795,,,18339161.16661111,5925613.207666667,211325.51720488997,47660.779921969995,,,,3610.5483865925003,2862.698754944,,,21705.18965018,,322433.47729262494,457150.5935124615,11020.993911075,,,464572.7399233333,110074
110075,671.9371389274875,77.99996280766668,2017.499038,,-680.9996753,,439596.79012,313816.88084666664,,,18398375.219766665,3874710.2573000006,964463.5552749822,189581.5001583734,,,,,1538.249361305,,,171236.58162566667,,,8248.661906733334,,,,,110075
110076,10119.648250074999,41128.21052701,75588.57759505716,,62432.3045095,9554.49772205,4011225.492594,800124.2836208001,100734.43278999999,,12902748.315842858,4596304.613528571,430736.0593801539,155001.1501309769,,,,12444.1584445375,3964.6976247454545,,,223661.55389649997,3944.140835445714,267448.99010300916,125961.76675693635,25680.324983075,,,11566.9889195,110076
110078,4122.4990171,12091296.988753706,119.99997139199999,20760.66171706667,56111.60870379169,24809.494085,2672025.4834833336,,791642.493455,,61589449.076016665,22031821.935963333,,,,,,6175.629731424209,3066.1240705375003,,8803.330529041667,60463.65225070666,142410.53040621433,2812092.562765416,4346.9971014,40289.56055058336,,,88944.17801494,110078
110082,15582.0,1758797.809225711,,,79306.76535146154,,74738.323915,,,49999.993493,735224.0831701428,213845.2703155,3551.4991532599997,1020.499756685,,,,,5093.624159654165,,,1307064.698242857,,332184.631577,98908.30251,84102.90486011667,308685.0950038823,,50979.3878454,110082
110083,,,,,,199.99995231499997,,161713.0828971429,,,,,137449.83887187648,43870.04516675294,,,,4953.39856755,3605.9986137191663,,11640.062418833335,,,1512125.6394500001,,125239.61152640588,8101262.475295418,,117561.91518729164,110083
110087,35209.5508980408,444060.6279313999,,23626.765658755554,75462.2650956625,1370576.3868672727,4061725.0316000003,1310648.3113413332,,,76788952.358,23851434.313666668,220185.4501860909,64516.886292754534,,,,10050.359601672726,,32.9999921325,,,,868305.3696900001,499999.88078999997,10633.161309483334,,,,110087
110095,756.3329726866667,544352.364458625,,,22256.889281044998,,930813.568357143,1292053.6404548571,,,14019134.89692857,4493192.513114286,1915091.2107568749,509771.5598055624,,,,,,,,,,9.999991512200001,378572.07850266667,29687.70004556429,,,,110095
110107,,,375251.00731479994,4670.49777295,11800.241568424999,4181504.30903,2235724.93395,1377865.3317800001,,,1018809.9142042,373660.4218344,733263.6436796364,219913.2297130909,,,,11725.47261261739,,,,,,749389.7617183333,455785.7167300333,72867.03739130001,,,,110107
110129,,,45987.0,121737.32916666668,18242.854874,,,,,,8707716.06575,2683298.8055,505188.18712400005,153570.998768,,,,,2806.529085670588,,,,,30902.990381640004,7274.9998467020005,154067.41672014285,,,180733.051737,110129
110143,42930.03696581111,1603284.2920396142,70117.98328408,414509.2751708462,137.28568155457143,,13359937.3379875,2401646.34042625,,,16669328.549025,5175418.193150001,3328895.9853416663,825510.8814844445,,,,5401.998712066666,2478.4751743447623,1579.4994395333747,,,,796756.87872,,12538.193000379999,,,,110143
110161,,12732971.198596252,346997.23683930415,,92824.92833487503,,10760518.8691725,16498854.732686002,,3072800.046933333,,,736288.8883347271,181134.82737296366,,,,,1277.4234573027868,,,,,1873518.718973697,,12970.70748140143,,,,110161
110177,,6064.248877185,,580.1665846058333,10840.062159553336,,360927.32707837503,367932.02110066667,,,382753.67358649994,48067.072911175,891724.9713440586,185801.8119338176,,,,704.0907101127273,,8914.914627212498,,,,,958.99988568,30276.229259925,,,,110177
110184,1556.9995407925,2045.3320250386666,,,2381.99943205,,2955154.6693037497,917780.59623625,,,4877098.5502,1324447.0620528571,1460977.5722277777,312828.319054,,,,,,,,,,,,894.74920664125,,,,110184
110191,183.7999422004,79619.30209638417,,,41719.034715033325,3034111.120859186,,233571.2301825,,,,,310590.2663292667,94805.96111546666,,,,2982.249288975,5884.2895970875,,,,,,,2616.6651255,,,,110191
110192,,4207.165481645,,2661.99875746,18099.138015057142,,32065.738951774998,229031.77197737503,,,1651696.5058311538,217769.31462299998,521721.94196988235,120702.37810235293,,,,2033.8174838390912,,,,,76908.14832263278,31397.48922881875,4.9999996656,6975.663576599999,,,,110192
110198,,,2564.74969425,,6741.623980175,,,,,,,,7063381.426626666,1061464.4783591668,,,,,,,,,,,22748.29104182381,8685.163950883334,,,,110198
110215,,,,250206.190345,23742.048493500002,,38796.99075,426748.18542555557,,,,,416008.81748961116,115440.6820889389,,,,4181.499003049999,,,,,,,9958.9956447,2199.9981589999998,,,,110215
130002,59620.52167162231,55251.82458912223,11931.494310400001,,15347.5916948,645650.4530575001,5206923.5811600005,,,,11550652.979487501,4848310.582264375,,,,,,2137.6368604791674,,,,33946.0729991,21215.655518666666,,,7592.19626155,,,,130002
130006,114900.74051940002,2176265.2018376817,72152.1678172,,43700.956035079995,329467.8703864,7033392.124714285,,,386468.9835000001,21418044.462394442,10691923.146574445,,,,,,14500.230631316668,4286.214095708334,,,,672023.9410316667,60017.03971008333,,84860.84666022222,,,76988.43479968423,130006
130007,,1375.99967195,,2.49999940395,10893.497402833336,161222.3615612,5083650.78795,,,,27221078.589899994,12415615.489545457,,,,,,3771.9987168573684,,30.666659355222222,,,940.99977565,41720.041053388886,,84209.61081621428,,,43884.489537,130007
130013,23500.288701792004,12591.626592202418,,2901.49847735,6621.99788392857,,,,,,2580450.020638,885021.758378,,,,,,458.57123172614286,,,,709.9998307200001,154.499963165,,60765.48551185,,,,,130013
130014,1143.8661104449066,61.999970436,43042.97272760223,,5514.233962734375,625380.03994,811393.4624699999,,,152959.38545,2531245.9351557135,649783.4260869285,,,,,,127.99993896332501,,,,,2608.5126236742854,,38.4999816415,,,,,130014
130018,500.749761233275,16725.492336419284,,916.9995406453602,26.9999877935,399034.64411,1699263.9536344446,8765.79540286,0.49999976155000003,0.49999976155000003,6334300.5439014295,1678376.9206521432,21414.9889513,8496.996069840001,,,,2894.026131773333,,,,,2514.427374199,,,19099.144101146154,,,46341.9779025,130018
130025,17413.9917395,144487.62527326087,33277.73525854167,31444.651387178328,830.749589271,2070.4033739799997,162654.25936793335,,,,573726.2422576889,353847.8303897889,,,,,,,,,,,970.1995373726402,,14975.192658370002,,,,,130025
130028,196545.59698640002,15928.997603,24301.560158785716,,,,1820682.0354800003,,,,11850558.304055,3729672.674835,,,,,,2590.9330712533333,,,,37740.12007654285,,31391.0,126390.398957,2134.9987719666665,,,,130028
130049,86359.99150941428,261311.07225529998,31856.113268,299250.0,1773827.0,87962.68538588,6064382.3287375,,,,11707137.55206875,4497215.27003125,,,,,,2142.8330443833333,,,,,42351.180553529404,,264228.05099015404,29728.5,,,179723.0,130049
130065,,269314.8090183333,,45363.27928078571,,,17688.993742833332,,,,36329.66261765001,15048.330352841665,,,,,,,,,,,,,,,,,,130065
140007,,,686728.9979750001,37050.5,31370.498004675,,,,189173.0,,,,,,,,,683.6664091133334,1251.249773445,,3832.2496099716664,50008.488077,105556.44757275001,,,85014.5842514,,,434551.7629266667,140007
140010,,3946112.03441143,793580.2640599001,766852.1925147369,36083.126153,,,,,,,,,,,,,11009.5075372,16364.203795452626,,,,,1005243.9539669998,,63444.30264538889,,,,140010
140011,1288.9541642559093,1336.4986563799998,99469.41455399999,,2582.5444659896366,309261.3387138239,11481.10715888889,,36902.13063255714,31737.991413333337,69415.73059750833,18417.82652160167,,,,,,,,,,85418.405504,,,299686.96427475,,,,,140011
140012,56446.07595966667,,8437.181444095455,225216.7457191667,3523.83292858,165009.0,,,,,,,393419.0,97680.0,275.99999699,332.999958865,65.0,,,,,115.5,,43148.4936645,33967.743065,,,,,140012
140029,,,,225430.44624999998,7687.49816715,,,,,,,,,,,,,,,,,,,,,1020.499756675,,,,140029
140030,180709.9545195,,93329.664241,,29792.628392272723,3508369.509125,,33783463.769999996,,,,,,,,,,,2376.532491313333,,,,40481.990336671995,4030.249039125,,19454.744660649998,,,,140030
140032,407.8332298192167,2770.999039541,,36540.491288000005,9467.996101770588,,,,2579.99716445,,,,,,,,,,,,,,81.499980567875,,233892.22223510002,7688.3299007333335,,,,140032
140043,55498.315878,399320.52959451743,,26497.491905766667,13548.895261859998,369571.0399702499,,,,,17657581.675,6661930.685699999,783129.0867079998,183103.8415154,309.33324442112223,313.6665767205334,63.16665079818333,,,,,,12685.5585724625,,3327.1658421986667,,,,,140043
140046,1824.7994584780001,22586.832998033333,8263.9976455,45195.99976100001,11794.436659893749,,,,,,,,,,,,,,,27.799998846200005,,340433.0,28147.665025666665,,4422.9968321999995,8380.999532666667,,,,140046
140062,,,1217.33327269,457540.48904,48366.90053819047,,,,,,,,,,,,,,,,,,3123.9994898666664,,26447.5,46151.7474315,,,,140062
140067,1263813.39735,2894403.7594332495,4177423.6906366665,,127616.54040077777,,,,,,,,,,,,,9684.50530412353,,,,58539.394807000004,,146293.07402477774,,677442.3242950952,2261094.4550375002,,1572315.1204129169,140067
140080,,,76379.36601708,137045.8149090625,25836.67249274091,,,,,,,,,,,,,,3381.5820978325005,,,348083.89612000005,9332.663743415002,10311.880265954998,1934.9988525499998,25976.836203057897,,,425197.58118000004,140080
140088,,27585791.63134618,,,130616.71886000001,,16300.995528455554,,38782.65530277778,566738.7905611111,40991.433691922226,11188.108297327777,645935.346,143027.4659,,,,16547.244371683333,4156.873603279167,2401.832475179166,3705.7484166,,,6337002.963628571,,68940.84302682667,5825167.763962501,,,140088
140091,,,150426.48099375,83790.6466909,62617.21016323076,1165348.381036,,,,,,,,,,,,,3810.1895712190476,,4049.903924319048,4492.398387259999,,636730.2094493334,,34644.74174,,,44939.0,140091
140116,,,46460.57618419999,,390.99990677999995,2792853.3341,,,,,20070588.128,6166184.5666000005,,,,,,,,,,,,,,11594.3298315,,,,140116
